year,pac_name,country_of_origin,parent_company,dems,repubs,total
2020,Anheuser-Busch (Anheuser-Busch InBev),Belgium,Anheuser-Busch InBev,174000,162500,336500
2020,AON Corp (AON plc),UK,AON PLC,44000,36500,80500
2020,APL Maritime (CMA CGM),France,CMA CGM SA,14000,12500,26500
2020,Aptiv PLC,Ireland,Aptiv PLC,0,0,0
2020,Arcadis US (Arcadis NV),Netherlands,Arcadis NV,0,0,0
2020,ArcelorMittal,Luxembourg,ArcelorMittal,30000,39500,69500
2020,Arch Capital Group (US),UK,Arch Capital Group,4500,3500,8000
2020,Arkema Inc,France,Arkema,28000,41500,69500
2020,Ash Grove (CRH Plc),Ireland,CRH PLC,0,0,0
2020,Ashton Woods Homes,Canada,Great Gulf Group,0,0,0
2020,Assured Guaranty Municipal Corp (Assured Guaranty Corp),UK,Assured Guaranty Ltd,85200,56300,146500
2020,Astellas US,Japan,Astellas Pharma,98000,105500,203500
2020,AstraZeneca Pharmaceuticals (AstraZeneca PLC),UK,AstraZeneca PLC,155500,166000,321500
2020,Atkins North America,Canada,SNC-Lavalin,11050,30700,41750
2020,Austal USA (Austal Ltd),Australia,Austal Ltd,6200,25000,31200
2020,Avangrid Inc (Iberdrola SA),Spain,Iberdrola SA,61000,39000,100000
2020,Bacardi USA,UK,Bacardi Ltd,22000,27850,51850
2020,BAE Systems (BAE Systems),UK,BAE Systems,364000,367500,733500
2020,Barclays Group US,UK,Barclays plc,74000,85500,159500
2020,Barrick Goldstrike Mines,Canada,Barrick Gold Corp,24000,15500,39500
2020,BASF Corp,Germany,BASF SE,252000,195000,447000
2020,Bayer Corp (Bayer AG),Germany,Bayer AG,151000,196400,347400
2020,Bayer CropScience (Bayer AG),Germany,Bayer AG,4500,0,4500
2020,Beam Suntory (Suntory Holdings),Japan,Suntory Holdings,24066,18831,42897
2020,BMO Financial Corp (Bank of Montreal),Canada,Bank of Montreal,1500,0,1500
2020,BMO Financial Corp (Bank of Montreal),Canada,Bank of Montreal,90260,100000,190260
2020,Boehringer Ingelheim Corp,Germany,CH Boehringer Sohn,96000,91500,187500
2020,Bombardier Transportation USA (Bombardier Inc),Canada,Bombardier Inc,29000,16000,45000
2020,BP North America,UK,BP PLC,90000,146000,236000
2020,Bridgestone Americas,Japan,Bridgestone Corp,3500,17500,21000
2020,Brookfield Properties Retail (Brookfield Asset Management),Canada,Brookfield Asset Management,0,0,0
2020,Bumble Bee Foods (FCF Co),Taiwan,FCF Co,2500,0,2500
2020,Buzzi Unicem USA (Buzzi Unicem SpA),Italy,Buzzi Unicem SpA,0,500,500
2020,CalPortland Co,Japan,Taiheiyo Cement Co,19500,229500,249000
2020,Cardtronics Inc,UK,Cardtronics Plc,7000,4500,11500
2020,Carmeuse Lime,Netherlands,Carmeuse SA,0,0,0
2020,Case New Holland,Netherlands,CNH Industrial,7000,115000,122000
2020,CEMEX Inc,Mexico,CEMEX SAB de CV,45000,134750,179750
2020,CGI Technologies & Solutions,Canada,CGI Group,31500,8000,39500
2020,Chicago Bridge & Iron (McDermott International),Panama,McDermott International,470,5000,5470
2020,Chubb Group of Insurance Companies,Switzerland,Chubb Ltd,98000,115000,213000
2020,CIBC Bancorp,Canada,Canadian Imperial Bank of Commerce,3000,2000,5000
2020,Cirrus Aircraft Corp,China,Aviation Industry Corp of China,1500,0,1500
2020,Continental Automotive Systems (Continental AG),Germany,Continental AG,48000,45000,93000
2020,Covestro LLC (Covestro AG),Germany,Covestro AG,12500,35500,48000
2020,Credit Suisse Securities,Switzerland,Credit Suisse Group,22500,42000,64500
2020,CRH Americas (CRH PLC),Ireland,CRH PLC,200500,366000,566500
2020,CSL Behring,Australia,CSL Ltd,25000,65600,90600
2020,Cumberland Farms (EG Group),UK,EG Group,7800,0,7800
2020,Daimler Trucks North America (Daimler AG),Germany,Daimler AG,0,2500,2500
2020,Delhaize America,Belgium,Ahold Delhaize,12000,25000,37000
2020,Deutsche Bank Securities,Germany,Deutsche Bank AG,0,0,0
2020,Diageo North America (Diageo PLC),UK,Diageo PLC,29095,21468,50563
2020,Direct Energy Inc,UK,Centrica Plc,17000,10000,27000
2020,Eaton Corp (Eaton Corp),Ireland,Eaton Plc,23000,28500,51500
2020,EDF Renewables (EDF Group),France,EDF Group,24000,20000,44000
2020,EDP Renewables NA,Portugal,EDP - Energias de Portugal,10000,13000,23000
2020,Eisai Inc,Japan,Eisai Co Ltd,7500,12800,20300
2020,Elbit Systems of America,Israel,Elbit Systems Ltd,9100,46350,55450
2020,Elekta Inc (Elekta AB),Sweden,Elekta AB,35500,37500,73000
2020,Embraer Aircraft Holdings,Brazil,Embraer-Empresa Brasileira de Aeronautic,13500,34000,47500
2020,EMD Serono Inc,Germany,Merck KGaA,74500,100000,174500
2020,Empire District Electric (Algonquin Power & Utilities),Canada,Algonquin Power & Utilities,4000,9500,13500
2020,Empower Retirement (Power Financial Corp),Canada,Power Financial Corp,21500,29000,50500
2020,Enbridge Inc,Canada,Enbridge Inc,31000,81000,112000
2020,Endo Pharmaceuticals,Ireland,Endo International,72000,93500,165500
2020,ENGIE North America,France,ENGIE,6000,5500,11500
2020,Ericsson Inc,Sweden,Telefonaktiebolaget LM Ericsson,33000,33000,66000
2020,Essent US Holdings,UK,Essent Group,10500,6000,16500
2020,Experian,UK,Experian,269500,458000,727500
2020,Farmers Group (Zurich Insurance Group),Switzerland,Zurich Insurance Group,94000,142500,236500
2020,Fincantieri Marinette Marine,Italy,Fincantieri-Cantieri Navali Italiani SpA,9500,15250,24750
2020,Florida East Coast Industries (SoftBank Corp),Japan,SoftBank Corp,24000,51500,75500
2020,Florida East Coast Railway (Grupo Mexico),Mexico,Grupo Mexico,3169,300,3469
2020,Framatome (EDF Group),France,EDF Group,34000,32000,66000
2020,Fresenius Medical Care North America,Germany,Fresenius Medical Care,258000,238500,496500
2020,G4S Secure Solutions,UK,G4S plc,5000,40000,45000
2020,Garmin International (Garmin Ltd),Switzerland,Garmin Ltd,11500,37500,49000
2020,GE Appliances,China,Haier Group,7500,28500,36000
2020,Genentech Inc (Roche Holdings),Switzerland,Roche Holdings,228500,229500,458000
2020,General Cigar Co,Sweden,Scandinavian Tobacco Group,0,2500,2500
2020,Genesee & Wyoming (Brookfield Asset Management),Canada,Brookfield Asset Management,66714,44681,111395
2020,Gerdau Ameristeel Corp,Brazil,Gerdau Inc,0,4000,4000
2020,Glanbia Foods (Glanbia PLC),Ireland,Glanbia PLC,0,0,0
2020,Glanbia Performance Nutrition (Glanbia PLC),Ireland,Glanbia plc,0,0,0
2020,GlaxoSmithKline,UK,GlaxoSmithKline,77000,122000,199000
2020,Glover Park Group (WPP plc),UK,WPP plc,98780,37000,135780
2020,Grand Trunk Western-Illinois Central RR,Canada,Canadian National Railway,5500,11500,17000
2020,Great-West Life & Annuity Insurance (Power Financial Corp),Canada,Power Financial Corp,0,0,0
2020,Greyhound Lines,UK,FirstGroup PLC,9500,3500,13000
2020,Hannover Life Reassurance Co,Germany,Hannover Re,2500,2500,5000
2020,Headwaters Inc,Australia,Boral Ltd,4000,19000,23000
2020,Heineken USA,Netherlands,L'Arche Green NV,25500,22000,47500
2020,Herbalife International of America,UK,Herbalife Nutrition,59000,45000,104000
2020,Holcim US (LafargeHolcim),Switzerland,LaFargeHolcim,13500,43500,57000
2020,Horizon Therapeutics,Ireland,Horizon Pharma PLC,71500,85000,156500
2020,HSBC North America (HSBC Holdings),UK,HSBC Holdings,0,2000,2000
2020,HSBC North America (HSBC Holdings),UK,HSBC Holdings,89500,103000,192500
2020,IBI Group Engineering Services,Canada,IBI Group,0,0,0
2020,IDEMIA Identity & Security (IDEMIA),France,IDEMIA,11000,9500,20500
2020,IGT Global Solutions,Italy,B&D Holding Di Marco Drago e C Sapa,27300,18500,45800
2020,Infineon Technologies,Germany,Infineon Technologies AG,16000,9750,25750
2020,Intelsat US,Luxembourg,Intelsat Holdings,8500,8000,16500
2020,Intergraph Corp,Sweden,Hexagon AB,0,4800,4800
2020,Ipsen Biopharmaceuticals,France,Ipsen SA,0,0,0
2020,ITG Brands,UK,Imperial Brands,14000,71500,86500
2020,Jackson National Life Insurance (Prudential PLC),UK,Prudential PLC,30000,80500,110500
2020,Jackson National Life Insurance (Prudential PLC),UK,Prudential PLC,59000,142000,201000
2020,JBS USA,Brazil,JBS SA,18000,107500,125500
2020,John Hancock Life Insurance,Canada,Manulife Financial,54500,46000,100500
2020,Johnson Controls (Johnson Controls International),Ireland,Johnson Controls International,129400,147000,276400
2020,Komatsu Mining,Japan,Komatsu Ltd,4000,9500,13500
2020,Lanxess Corp (Lanxess AG),Germany,Lanxess AG,3000,2500,5500
2020,Lehigh Hanson,Germany,HeidelbergCement AG,26000,147000,173000
2020,Leonardo DRS,Italy,Leonardo SpA,85000,137000,222000
2020,Lincare Holdings (Linde plc),UK,Linde plc,1000,11000,12000
2020,Linde North America (Linde plc),UK,Linde plc,0,0,0
2020,Linde plc (Linde plc),UK,Linde Plc,11000,3000,14000
2020,Livanova USA,UK,Livanova Plc,0,4500,4500
2020,Louis Dreyfus Co,Netherlands,Louis Dreyfus Group,0,4000,4000
2020,LSEG US,UK,London Stock Exchange Group,25500,12500,38000
2020,Lundbeck Inc,Denmark,H Lundbeck A/S,55500,50500,106000
2020,LyondellBasell Industries,Netherlands,LyondellBasell Industries,26500,85500,112000
2020,Maersk Inc (AP Moller-Maersk),Denmark,AP Moller-Maersk,27500,17000,44500
2020,Magnolia LNG (Glenfarne Group),Australia,Glenfarne Group,0,5000,5000
2020,Mallinckrodt Pharmaceuticals,UK,Mallinckrodt Plc,18000,49500,67500
2020,Massachusetts Financial Services (Sun Life Financial),Canada,Sun Life Financial Services,0,2500,2500
2020,Maxar Technologies (Maxar Technologies),Canada,Maxar Technologies,80000,81000,161000
2020,MBDA Inc,UK,MBDA,0,0,0
2020,Medtronic Inc,Ireland,Medtronic Plc,142000,103000,245000
2020,Messer North America,Germany,Messer Group,21500,23000,44500
2020,Mitsubishi Power (Mitsubishi Heavy Industries),Japan,Mitsubishi Heavy Industries,1000,5000,6000
2020,Molson Coors Beverage Co (Molson Coors Brewing),Canada,Molson Coors Brewing,30000,63000,93000
2020,MUFG Americas,Japan,Mitsubishi UFJ Financial Group,0,0,0
2020,Munich American Reassurance,Germany,Munich Re Group,5000,2500,7500
2020,Nammo Inc (Nammo AS),Norway,Nammo AS,1250,1250,2500
2020,Nammo Talley Inc (Nammo AS),Norway,Nammo AS,2250,2500,4750
2020,National Grid USA (National Grid plc),UK,National Grid plc,31000,11000,42000
2020,Natixis Investment Managers,France,Groupe BPCE,1000,3011,4011
2020,Nestle Purina PetCare (Nestle SA),Switzerland,Nestle SA,13500,29750,43250
2020,Nomura Holding America,Japan,Nomura Holdings,50000,52500,102500
2020,NOVA Chemicals,United Arab Emirates,International Petroleum Investment Co,0,1200,1200
2020,Novartis Corp (Novartis AG),Switzerland,Novartis AG,141000,149000,290000
2020,Novo Nordisk,Denmark,Novo Nordisk A/S,224927,189655,414582
2020,Novocure Inc,UK,Novocure,16000,49600,65600
2020,Nutrien Ag Solutions,Canada,Nutrien Ltd,23400,26500,49900
2020,Orano USA (Orano Group),France,Orano Group,0,1500,1500
2020,Otsuka America (Otsuka Pharmaceutical),Japan,Otsuka Pharmaceutical,34750,24500,59250
2020,Permobil Inc (Investor AB),Sweden,Investor AB,0,5000,5000
2020,Pernod Ricard USA,France,Pernod Ricard SA,4500,9000,13500
2020,Peter Pan Seafoods,Japan,Maruha Nichiro Holdings,500,3500,4000
2020,Pharmavite LLC (Otsuka Pharmaceutical),Japan,Otsuka Pharmaceutical,35000,35000,70000
2020,Philips Electronics North America (Philips),Netherlands,Philips,78500,72500,151000
2020,Prime Policy Group (WPP plc),UK,WPP plc,19000,36500,56000
2020,Protective Life Corp (Dai-Ichi Life),Japan,Dai-Ichi Life,31000,168900,199900
2020,Purpose Financial (Grupo Salinas),Mexico,Grupo Salinas,2000,40500,42500
2020,Putnam Investments (Power Financial Corp),Canada,Power Financial Corp,0,7388,7388
2020,RBC Bank (Royal Bank of Canada),Canada,Royal Bank of Canada,38500,22000,60500
2020,Recurrent Energy,Canada,Canadian Solar,0,5000,5000
2020,RELX Inc,UK,RELX Group,110000,134000,244000
2020,Resolute FP US,Canada,Resolute Forest Products,15500,72500,88000
2020,Reynolds American (British American Tobacco),UK,British American Tobacco plc,66500,319960,386460
2020,Rio Tinto America,UK,Rio Tinto Group,7500,5500,13000
2020,Roche Diagnostics (Roche Holdings),Switzerland,Roche Holdings,12500,31000,43500
2020,Rolls-Royce North America (Rolls-Royce PLC),UK,Rolls-Royce PLC,97500,161000,258500
2020,Sabic Innovative Plastics,Saudi Arabia,SABIC,2000,3500,5500
2020,Safelite Group,Belgium,D'Ieteren SA,1000,5800,4800
2020,Samsung Electronics America,South Korea,Samsung Group,171000,126000,297000
2020,Sanofi US (Sanofi),France,Sanofi,114000,184500,298500
2020,Santander Bank (Banco Santander),Spain,Banco Santander,53000,61500,114500
2020,SAP America,Germany,SAP SE,21000,9500,30500
2020,Schwan's Co,South Korea,CJ CheilJedang,71000,123000,194000
2020,Securitas Security Services USA,Sweden,Securitas AB,0,0,0
2020,Serco Inc,UK,Serco Group,71500,70000,141500
2020,Shell Oil,Netherlands,Royal Dutch Shell,1000,4000,5000
2020,Shire Holdings US (Takeda Pharmaceutical Co),Japan,Takeda Pharmaceutical Co,1500,11000,12500
2020,Siemens Corp,Germany,Siemens AG,76750,50500,127250
2020,Smith & Nephew,UK,Smith & Nephew Plc,39000,54500,93500
2020,Smithfield Foods,China,WH Group,25000,70500,95500
2020,Smiths Group Services Corp (Smiths Group),UK,Smiths Group PLC,30500,35000,65500
2020,Sodexo Inc,France,Sodexo,0,3000,3000
2020,Solvay America,Belgium,Solvay SA,12500,21500,34000
2020,Sony Music Entertainment (Sony Corp),Japan,Sony Corp,7500,5000,12500
2020,Sony Pictures Entertainment (Sony Corp),Japan,Sony Corp,63000,30500,93500
2020,Spark Therapeutics (Roche Holdings),Switzerland,Roche Holdings,4500,7000,11500
2020,SSAB Americas,Sweden,SSAB AB,7500,19500,27000
2020,Standard Insurance Co,Japan,Meiji Yasuda Life Insurance,0,3500,3500
2020,Steris Corp,Ireland,Steris PLC,12500,60250,72750
2020,SUEZ Water,France,SUEZ Environnement,4500,1000,5500
2020,Sun Life Financial (Sun Life Financial),Canada,Sun Life Financial,66500,43500,112500
2020,Sunovion Pharmaceuticals (Sumitomo Chemical),Japan,Sumitomo Chemical,41000,47000,88000
2020,Sunpower Corp,France,Total SA,23500,500,24000
2020,Swedish Match North America (Swedish Match AB),Sweden,Swedish Match AB,0,3500,3500
2020,Swiss Re America,Switzerland,Swiss Reinsurance,17500,13000,30500
2020,Syngenta Corp,China,ChemChina,61000,82000,143000
2020,Takeda Pharmaceuticals USA (Takeda Pharmaceutical Co),Japan,Takeda Pharmaceutical Co,66000,70000,136000
2020,Tate & Lyle Americas (Tate & Lyle),UK,Tate & Lyle,3500,11250,14750
2020,TD Bank USA,Canada,Toronto-Dominion Bank,80200,91000,171200
2020,TE Connectivity,Switzerland,TE Connectivity,61000,53500,114500
2020,TECO Energy,Canada,Emera Inc,8500,22500,31000
2020,Teva Pharmaceuticals USA,Israel,Teva Pharmaceutical Industries,44300,33000,77300
2020,Toyota Motor North America,Japan,Toyota Motor Corp,583000,578642,1161642
2020,Trane Technologies,Ireland,Trane Technologies,2000,4800,6800
2020,TransAmerica,Netherlands,Aegon NV,243500,259500,504000
2020,Transcanada USA Services (TC Energy),Canada,TC Energy,58500,84000,142500
2020,Travelport Inc,UK,Travelport Ltd,0,0,0
2020,UBS Americas,Switzerland,UBS AG,802500,812500,1615000
2020,UCB Inc (UCB SA),Belgium,UCB SA,13500,21500,35000
2020,Ultra Electronics USA,UK,Ultra Electronics,14000,27500,41500
2020,Universal Music Group (Vivendi),France,Vivendi,73000,55750,128750
2020,Valent USA (Sumitomo Chemical),Japan,Sumitomo Chemical,8500,5500,14000
2020,VNA Holding (AB Volvo),Sweden,AB Volvo,48000,64500,112500
2020,VT Halter Marine,Singapore,ST Engineering,0,11200,11200
2020,Washington Gas Light Co (AltaGas Ltd),Canada,AltaGas Ltd,18500,7000,25500
2020,Westinghouse Electric (Brookfield Asset Management),Canada,Brookfield Asset Management,8000,35500,43500
2020,Wexler & Walker Public Policy Assoc (WPP plc),UK,WPP plc,0,0,0
2020,WSP USA,Canada,WSP Global,108750,38500,147250
2020,XL America (AXA),France,AXA,0,0,0
2020,ZF Automotive US (ZF Friedrichshafen AG),Germany,ZF Friedrichshafen AG,14500,10000,24500
2020,Zurich Insurance (Zurich Insurance Group),Switzerland,Zurich Insurance Group,143000,124500,267500
2022,Accenture (Accenture),Ireland,Accenture plc,0,3000,3000
2022,Acreage Holdings,Canada,Acreage Holdings,0,0,0
2022,Air Liquide America,France,L'Air Liquide SA,14800,2500,17300
2022,Airbus Group,Netherlands,Airbus Group,82500,111000,193500
2022,Alexion Pharmaceuticals (AstraZeneca PLC),UK,AstraZeneca PLC,104000,82250,186250
2022,Alkermes Inc,Ireland,Alkermes Plc,34500,50000,84500
2022,Allianz of America (Allianz),Germany,Allianz AG Holding,20500,11000,31500
2022,AMG Vanadium,Netherlands,AMG Advanced Metallurgical Group,0,2525,2525
2022,Anheuser-Busch (Anheuser-Busch InBev),Belgium,Anheuser-Busch InBev,218000,239500,457500
2022,AON Corp (AON plc),UK,AON PLC,52000,46500,98500
2022,APL Maritime (CMA CGM),France,CMA CGM SA,8000,11000,19000
2022,Aptiv PLC,Ireland,Aptiv PLC,5350,5000,10350
2022,Arcadis US (Arcadis NV),Netherlands,Arcadis NV,0,1000,1000
2022,ArcelorMittal,Luxembourg,ArcelorMittal,14000,7500,21500
2022,Arch Capital Group (US),UK,Arch Capital Group,5500,3000,8500
2022,Arkema Inc,France,Arkema,27000,24500,51500
2022,Ashton Woods Homes,Canada,Great Gulf Group,0,2500,2500
2022,Assured Guaranty Municipal Corp (Assured Guaranty Corp),UK,Assured Guaranty Ltd,55500,56600,112100
2022,Astellas US,Japan,Astellas Pharma,63500,82000,145500
2022,AstraZeneca Pharmaceuticals (AstraZeneca PLC),UK,AstraZeneca PLC,128500,182250,310750
2022,Atkins North America,Canada,SNC-Lavalin,5000,13000,18000
2022,Austal USA,Australia,Austal Ltd,5000,45200,50200
2022,Avangrid Inc (Iberdrola SA),Spain,Iberdrola SA,103000,52000,155000
2022,Bacardi USA,UK,Bacardi Ltd,19500,25700,46200
2022,BAE Systems (BAE Systems),UK,BAE Systems,320000,419500,739500
2022,Barclays Group US,UK,Barclays plc,49500,73500,123000
2022,Barrick Goldstrike Mines,Canada,Barrick Gold Corp,11000,3500,14500
2022,BASF Corp,Germany,BASF SE,222000,190000,412000
2022,Bayer Corp (Bayer AG),Germany,Bayer AG,117500,92000,209500
2022,Beam Suntory (Suntory Holdings),Japan,Suntory Holdings,26000,20000,46000
2022,BMO Financial Corp (Bank of Montreal),Canada,Bank of Montreal,0,0,0
2022,BMO Financial Corp (Bank of Montreal),Canada,Bank of Montreal,101000,92000,193000
2022,Boehringer Ingelheim Corp,Germany,CH Boehringer Sohn,86900,96000,182900
2022,Bombardier Aerospace (Bombardier Inc),Canada,Bombardier Inc,16500,20000,36500
2022,BP North America,UK,BP PLC,0,2000,2000
2022,Bridgestone Americas,Japan,Bridgestone Corp,15000,14500,29500
2022,Brookfield Properties Retail (Brookfield Asset Management),Canada,Brookfield Asset Management,6000,0,6000
2022,Bumble Bee Foods (FCF Co),Taiwan,FCF Co,6000,0,6000
2022,CAE USA,Canada,CAE Inc,6000,5000,11000
2022,CalPortland Co,Japan,Taiheiyo Cement Co,13000,201000,214000
2022,Canopy Growth USA,Canada,Canopy Growth Corp,11000,11500,22500
2022,Carmeuse Lime,Netherlands,Carmeuse SA,0,1000,1000
2022,Case New Holland,Netherlands,CNH Industrial,5000,96000,101000
2022,CEMEX Inc,Mexico,CEMEX SAB de CV,16500,26000,42500
2022,CGI Technologies & Solutions,Canada,CGI Group,40000,8000,48000
2022,Chubb Group of Insurance Companies,Switzerland,Chubb Ltd,51500,46500,98000
2022,CIBC Bancorp,Canada,Canadian Imperial Bank of Commerce,2000,0,2000
2022,Cirrus Aircraft Corp,China,Aviation Industry Corp of China,0,0,0
2022,Continental Automotive Systems (Continental AG),Germany,Continental AG,31000,28000,59000
2022,Covestro LLC (Covestro AG),Germany,Covestro AG,9500,4500,14000
2022,Credit Suisse Securities,Switzerland,Credit Suisse Group,25000,30000,55000
2022,CRH Americas (CRH PLC),Ireland,CRH PLC,208500,341100,549600
2022,Cronos USA,Canada,Cronos Group,21000,12000,33000
2022,CSL Behring,Australia,CSL Ltd,32700,22400,55100
2022,Cumberland Farms (EG Group),UK,EG Group,0,2900,2900
2022,Delhaize America,Belgium,Ahold Delhaize,19000,24500,43500
2022,Deutsche Bank Securities,Germany,Deutsche Bank AG,0,0,0
2022,Diageo North America (Diageo PLC),UK,Diageo PLC,12575,5000,17575
2022,Eaton Corp (Eaton Corp),Ireland,Eaton Plc,24500,27853,52353
2022,EDF Renewables (EDF Group),France,EDF Group,32500,5500,38000
2022,EDP Renewables NA,Portugal,EDP - Energias de Portugal,20500,1500,22000
2022,Eisai Inc,Japan,Eisai Co Ltd,11300,11800,23100
2022,Elbit Systems of America,Israel,Elbit Systems Ltd,16500,46500,63000
2022,Electrolux Home Products,Sweden,AB Electrolux,1500,3000,4500
2022,Elekta Inc (Elekta AB),Sweden,Elekta AB,41500,46600,88100
2022,Embraer Aircraft Holdings,Brazil,Embraer-Empresa Brasileira de Aeronautic,18500,42500,61000
2022,EMD Serono Inc,Germany,Merck KGaA,80000,69500,149500
2022,Empire District Electric (Algonquin Power & Utilities),Canada,Algonquin Power & Utilities,1000,0,1000
2022,Empower Retirement (Power Financial Corp),Canada,Power Financial Corp,18500,27000,45500
2022,Enbridge Inc,Canada,Enbridge Inc,23500,61000,84500
2022,Endo Pharmaceuticals,Ireland,Endo International,0,0,0
2022,ENGIE North America,France,ENGIE,17500,4000,21500
2022,Ericsson Inc,Sweden,Telefonaktiebolaget LM Ericsson,59500,58000,117500
2022,Essent US Holdings,UK,Essent Group,2500,8000,10500
2022,Experian,UK,Experian,256500,298000,554500
2022,Farmers Group (Zurich Insurance Group),Switzerland,Zurich Insurance Group,139000,123000,262000
2022,FGS Global (WPP plc),UK,WPP plc,71500,52750,124250
2022,Fincantieri Marinette Marine,Italy,Fincantieri-Cantieri Navali Italiani SpA,11000,8500,19500
2022,Florida East Coast Industries (SoftBank Corp),Japan,SoftBank Corp,20500,41500,62000
2022,Florida East Coast Railway (Grupo Mexico),Mexico,Grupo Mexico,1850,300,2150
2022,Framatome (EDF Group),France,EDF Group,15000,17000,32000
2022,Fresenius Medical Care North America,Germany,Fresenius Medical Care,180000,225500,405500
2022,G4S Secure Solutions,UK,G4S plc,2900,0,2900
2022,Garmin International (Garmin Ltd),Switzerland,Garmin Ltd,39500,77500,117000
2022,GE Appliances,China,Haier Group,5000,18000,23000
2022,Genentech Inc (Roche Holdings),Switzerland,Roche Holdings,154500,140500,295000
2022,General Cigar Co,Sweden,Scandinavian Tobacco Group,0,500,500
2022,Genesee & Wyoming (Brookfield Asset Management),Canada,Brookfield Asset Management,27164,45402,72566
2022,GenesisCare USA,Australia,GenesisCare,9500,7500,17000
2022,Gerdau Ameristeel Corp,Brazil,Gerdau Inc,6000,8000,14000
2022,Glanbia Foods (Glanbia PLC),Ireland,Glanbia PLC,0,0,0
2022,Grand Trunk Western-Illinois Central RR,Canada,Canadian National Railway,7000,15000,22000
2022,Greyhound Lines (FlixBus Inc),Germany,Flixbus Inc,6000,4500,10500
2022,GSK plc,UK,GlaxoSmithKline,54000,151000,205000
2022,Haleon plc,UK,Haleon plc,0,2500,2500
2022,Hannover Life Reassurance Co,Germany,Hannover Re,10000,7500,17500
2022,Hatch LTK (Hatch Ltd),Canada,Hatch Ltd,5800,0,5800
2022,Headwaters Inc,Australia,Boral Ltd,1000,9500,10500
2022,Heineken USA,Netherlands,L'Arche Green NV,14000,12000,26000
2022,Herbalife International of America,UK,Herbalife Nutrition,35500,50000,85500
2022,Holcim US (Holcim Group),Switzerland,Holcim Group,22000,15000,37000
2022,Horizon Therapeutics,Ireland,Horizon Pharma PLC,89000,60000,149000
2022,HSBC North America (HSBC Holdings),UK,HSBC Holdings,11000,23500,34500
2022,HSBC North America (HSBC Holdings),UK,HSBC Holdings,36500,24500,61000
2022,IBI Group Engineering Services (Arcadis NV),Netherlands,Arcadis NV,0,150,150
2022,IDEMIA Identity & Security (IDEMIA),France,IDEMIA,6000,23900,29900
2022,IGT Global Solutions,Italy,B&D Holding Di Marco Drago e C Sapa,32900,10000,42900
2022,Infineon Technologies,Germany,Infineon Technologies AG,12500,7500,20000
2022,Intelsat US,Luxembourg,Intelsat Holdings,25500,23500,49000
2022,Intergraph Corp,Sweden,Hexagon AB,0,2900,2900
2022,Ipsen Biopharmaceuticals,France,Ipsen SA,22500,17500,40000
2022,ITG Brands (Imperial Brands),UK,Imperial Brands,5500,8500,14000
2022,Jackson National Life Insurance (Prudential PLC),UK,Prudential PLC,50998,118200,169198
2022,Jackson National Life Insurance (Prudential PLC),UK,Prudential PLC,50000,37000,87000
2022,JBS USA,Brazil,JBS SA,7000,11500,18500
2022,John Hancock Life Insurance,Canada,Manulife Financial,58500,36000,94500
2022,Johnson Controls (Johnson Controls International),Ireland,Johnson Controls International,117500,94000,211500
2022,Komatsu Mining,Japan,Komatsu Ltd,9500,11099,20599
2022,Lanxess Corp (Lanxess AG),Germany,Lanxess AG,0,0,0
2022,Lehigh Hanson,Germany,HeidelbergCement AG,22500,79500,102000
2022,Leonardo DRS,Italy,Leonardo SpA,76500,127500,204000
2022,Liberty Utilities (Algonquin Power & Utilities),Canada,Algonquin Power & Utilities,0,0,0
2022,Lincare Holdings (Linde plc),UK,Linde plc,6000,17500,23500
2022,Linde plc (Linde plc),UK,Linde Plc,11000,0,11000
2022,Livanova USA,UK,Livanova Plc,4000,2000,6000
2022,Louis Dreyfus Co,Netherlands,Louis Dreyfus Group,0,2000,2000
2022,LSEG US,UK,London Stock Exchange Group,2000,0,2000
2022,Lundbeck Inc,Denmark,H Lundbeck A/S,72400,55000,127400
2022,LyondellBasell Industries,Netherlands,LyondellBasell Industries,41500,53500,95000
2022,Maersk Inc (AP Moller-Maersk),Denmark,AP Moller-Maersk,29500,31000,60500
2022,Mallinckrodt Pharmaceuticals,UK,Mallinckrodt Plc,4500,4000,500
2022,MBDA Inc,UK,MBDA,0,1000,1000
2022,Medtronic Inc,Ireland,Medtronic Plc,119000,106000,225000
2022,Mercedes-Benz USA (Mercedes-Benz Group),Germany,Mercedes-Benz Group,0,3500,3500
2022,Messer North America,Germany,Messer Group,12000,16500,28500
2022,Mitsubishi Power (Mitsubishi Heavy Industries),Japan,Mitsubishi Heavy Industries,0,1000,1000
2022,Molson Coors Beverage Co (Molson Coors Brewing),Canada,Molson Coors Brewing,23000,54500,77500
2022,MUFG Americas,Japan,Mitsubishi UFJ Financial Group,0,0,0
2022,Munich American Reassurance,Germany,Munich Re Group,5000,7500,12500
2022,Nammo Inc (Nammo AS),Norway,Nammo AS,2000,7000,9000
2022,National Grid USA (National Grid plc),UK,National Grid plc,49500,9000,58500
2022,Navistar International (Volkswagen AG),Germany,Volkswagen Group,2500,1000,3500
2022,Nestle Purina PetCare (Nestle SA),Switzerland,Nestle SA,0,0,0
2022,Nomura Holding America,Japan,Nomura Holdings,19500,30000,49500
2022,NOVA Chemicals,United Arab Emirates,International Petroleum Investment Co,0,0,0
2022,Novartis Corp (Novartis AG),Switzerland,Novartis AG,159500,122000,281500
